6001,0,Alameda
6003,0,Alpine
6005,0,Amador
6007,0,Butte
6009,0,Calaveras
6011,0,Colusa
6013,0,Contra Costa
6015,0,Del Norte
6017,0,El Dorado
6019,0,Fresno
6021,0,Glenn
6023,0,Humboldt
6025,0,Imperial
6027,0,Inyo
6029,0,Kern
6031,0,Kings
6033,0,Lake
6035,0,Lassen
6037,0,Los Angeles
6039,0,Madera
6041,0,Marin
6043,0,Mariposa
6045,0,Mendocino
6047,0,Merced
6049,0,Modoc
6051,0,Mono
6053,0,Monterey
6055,0,Napa
6057,0,Nevada
6059,0,Orange
6061,0,Placer
6063,0,Plumas
6065,1,Riverside
6067,0,Sacramento
6069,0,San Benito
6071,0,San Bernardino
6073,0,San Diego
6075,0,San Francisco
6077,0,San Joaquin
6079,0,San Luis Obispo
6081,0,San Mateo
6083,0,Santa Barbara
6085,0,Santa Clara
6087,0,Santa Cruz
6089,0,Shasta
6091,0,Sierra
6093,0,Siskiyou
6095,0,Solano
6097,0,Sonoma
6099,0,Stanislaus
6101,0,Sutter
6103,0,Tehama
6105,0,Trinity
6107,0,Tulare
6109,0,Tuolumne
6111,0,Ventura
6113,0,Yolo
6115,0,Yuba
