55001,23,Adams
55003,21,Ashland
55005,96,Barron
55007,17,Bayfield
55009,293,Brown
55011,31,Buffalo
55013,24,Burnett
55015,35,Calumet
55017,104,Chippewa
55019,61,Clark
55021,81,Columbia
55023,31,Crawford
55025,477,Dane
55027,141,Dodge
55029,35,Door
55031,97,Douglas
55033,44,Dunn
55035,104,Eau Claire
55037,10,Florence
55039,87,Fond du Lac
55041,12,Forest
55043,46,Grant
55045,29,Green
55047,26,Green Lake
55049,23,Iowa
55051,10,Iron
55053,55,Jackson
55055,103,Jefferson
55057,43,Juneau
55059,187,Kenosha
55061,37,Kewaunee
55063,163,La Crosse
55065,15,Lafayette
55067,37,Langlade
55069,51,Lincoln
55071,170,Manitowoc
55073,254,Marathon
55075,69,Marinette
55077,17,Marquette
55078,4,Menominee
55079,986,Milwaukee
55081,57,Monroe
55083,48,Oconto
55085,77,Oneida
55087,161,Outagamie
55089,124,Ozaukee
55091,13,Pepin
55093,31,Pierce
55095,62,Polk
55097,102,Portage
55099,32,Price
55101,221,Racine
55103,15,Richland
55105,172,Rock
55107,34,Rusk
55109,72,St. Croix
55111,72,Sauk
55113,23,Sawyer
55115,38,Shawano
55117,164,Sheboygan
55119,44,Taylor
55121,76,Trempealeau
55123,30,Vernon
55125,43,Vilas
55127,97,Walworth
55129,23,Washburn
55131,176,Washington
55133,534,Waukesha
55135,47,Waupaca
55137,16,Waushara
55139,179,Winnebago
55141,157,Wood
