5001,1
5003,0
5005,3
5007,0
5009,4
5011,0
5013,5
5015,0
5017,6
5019,0
5021,4
5023,7
5025,0
5027,7
5029,0
5031,8
5033,6
5035,0
5037,5
5039,0
5041,0
5043,0
5045,0
5047,0
5049,0
5051,0
5053,0
5055,0
5057,0
5059,0
5061,0
5063,0
5065,0
5067,0
5069,1
5071,0
5073,1
5075,0
5077,2
5079,0
5081,0
5083,0
5085,0
5087,0
5089,0
5091,0
5093,0
5095,0
5097,0
5099,0
5101,0
5103,5
5105,0
5107,6
5109,0
5111,4
5113,6
5115,3
5117,0
5119,0
5121,0
5123,24
5125,0
5127,0
5129,0
5131,0
5133,0
5135,0
5137,0
5139,0
5141,0
5143,0
5145,0
5147,0
5149,0
